code,,level,category,state,ppd,address,postcode,city,longitude,latitude
ABC1062,SEKOLAH JENIS KEBANGSAAN (CINA) MIN TE,Rendah,SJKC,PERAK,PPD MANJUNG,JLN SEKOLAH,32400,AYER TAWAR,100.760257,4.300560
ABC1063,SEKOLAH JENIS KEBANGSAAN (CINA) KAMPUNG JERING,Rendah,SJKC,PERAK,PPD MANJUNG,KAMPUNG JERING,32400,AYER TAWAR,100.780062,4.347859
ABC1064,SEKOLAH JENIS KEBANGSAAN (CINA) PEI MIN,Rendah,SJKC,PERAK,PPD MANJUNG,KG RAJA HITAM,32400,AYER TAWAR,100.751431,4.336647
ABC1065,SEKOLAH JENIS KEBANGSAAN (CINA) KAMPONG MERBAU,Rendah,SJKC,PERAK,PPD MANJUNG,JALAN PANTAI REMIS,32400,AYER TAWAR,100.748860,4.337735
ABC1066,SEKOLAH JENIS KEBANGSAAN (CINA) KHUEN HEAN,Rendah,SJKC,PERAK,PPD MANJUNG,CHANGKAT KRUING,32500,CHANGKAT KRUING,100.688947,4.379544
ABC1067,SEKOLAH JENIS KEBANGSAAN (CINA) SUNGAI BATU,Rendah,SJKC,PERAK,PPD MANJUNG,SUNGAI BATU,34900,PANTAI REMIS,100.656050,4.432133
ABC1068,SEKOLAH JENIS KEBANGSAAN (CINA) PEI MIN,Rendah,SJKC,PERAK,PPD MANJUNG,SEGARI,32200,LUMUT,100.625128,4.346470
ABC1069,SEKOLAH JENIS KEBANGSAAN (CINA) TIT BIN,Rendah,SJKC,PERAK,PPD MANJUNG,PANTAI REMIS,34900,PANTAI REMIS,100.630129,4.459840
ABC1070,SEKOLAH JENIS KEBANGSAAN (CINA) PEI CHING,Rendah,SJKC,PERAK,PPD MANJUNG,JALAN BERUAS TAIPING,32700,BERUAS,100.781547,4.499848
ABC1071,SEKOLAH JENIS KEBANGSAAN (CINA) YEN MIN,Rendah,SJKC,PERAK,PPD MANJUNG,JALAN BAGAN PANCHOR,34900,PANTAI REMIS,100.639725,4.527866
ABC2100,SEKOLAH JENIS KEBANGSAAN (CINA) YUK CHOY,Rendah,SJKC,PERAK,PPD KINTA UTARA,"195, JALAN SULTAN ISKANDAR",30000,IPOH,101.088010,4.592705
ABC2101,SEKOLAH JENIS KEBANGSAAN (CINA) PERAK,Rendah,SJKC,PERAK,PPD KINTA UTARA,"87, PEOPLE'S PARK",30000,IPOH,101.078514,4.593031
ABC2102,SEKOLAH JENIS KEBANGSAAN (CINA) SAM TET,Rendah,SJKC,PERAK,PPD KINTA UTARA,"NO.22, JALAN GEREJA",30300,IPOH,101.087476,4.594913
ABC2103,SEKOLAH JENIS KEBANGSAAN (CINA) AVE MARIA CONVENT,Rendah,SJKC,PERAK,PPD KINTA UTARA,JALAN CHUNG THYE PHIN,30250,IPOH,101.088522,4.589618
ABC2104,SEKOLAH JENIS KEBANGSAAN (CINA) YUH HUA,Rendah,SJKC,PERAK,PPD KINTA UTARA,TAMAN  PERTAMA,30100,IPOH,101.053879,4.593769
ABC2105,SEKOLAH JENIS KEBANGSAAN (CINA) POI LAM,Rendah,SJKC,PERAK,PPD KINTA UTARA,"PT21071, BANDAR BARU SRI KLEBANG, JALAN KUALA KANGSAR",31200,CHEMOR,101.117782,4.692179
ABC2106,SEKOLAH JENIS KEBANGSAAN (CINA) MIN TET,Rendah,SJKC,PERAK,PPD KINTA UTARA,JALAN SPOONER FALIM,30200,IPOH,101.062957,4.582996
ABC2107,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG SHAN,Rendah,SJKC,PERAK,PPD KINTA UTARA,"129, JALAN TREACHER (S)",30000,IPOH,101.077695,4.590849
ABC2108,SEKOLAH JENIS KEBANGSAAN (CINA) SAM CHAI,Rendah,SJKC,PERAK,PPD KINTA UTARA,JALAN SHAH BANDAR,31650,IPOH,101.079777,4.580095
ABC2109,SEKOLAH JENIS KEBANGSAAN (CINA) PASIR PINJI (1),Rendah,SJKC,PERAK,PPD KINTA UTARA,JALAN PADANG,31650,IPOH,101.090103,4.572613
ABC2110,SEKOLAH JENIS KEBANGSAAN (CINA) PASIR PINJI (2),Rendah,SJKC,PERAK,PPD KINTA UTARA,JLN SEKOLAH,31650,IPOH,101.089644,4.571977
ABC2111,SEKOLAH JENIS KEBANGSAAN (CINA) GUNTONG,Rendah,SJKC,PERAK,PPD KINTA UTARA,"JALAN SEKOLAH, KG. BARU BUNTONG",30100,IPOH,101.059891,4.595964
ABC2112,SEKOLAH JENIS KEBANGSAAN (CINA) WAN HWA (1),Rendah,SJKC,PERAK,PPD KINTA UTARA,NO 1 JLN  LEE LOY SENG  MENGLEMBU,31450,MENGLEMBU,101.047264,4.567324
ABC2113,SEKOLAH JENIS KEBANGSAAN (CINA) WAN HWA (2),Rendah,SJKC,PERAK,PPD KINTA UTARA,TAMAN RASI JAYA,31450,MENGLEMBU,101.032029,4.577768
ABC2114,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG TACK,Rendah,SJKC,PERAK,PPD KINTA UTARA,"LEBUH 2, SIMEE",31400,IPOH,101.106680,4.617304
ABC2115,SEKOLAH JENIS KEBANGSAAN (CINA) BERCHAM,Rendah,SJKC,PERAK,PPD KINTA UTARA,"LORONG 8, BERCHAM",31400,IPOH,101.129044,4.637589
ABC2116,SEKOLAH JENIS KEBANGSAAN (CINA) MIN SIN,Rendah,SJKC,PERAK,PPD KINTA UTARA,AMPANG BARU,31350,IPOH,101.125870,4.586342
ABC2117,SEKOLAH JENIS KEBANGSAAN (CINA) HING HWA,Rendah,SJKC,PERAK,PPD KINTA UTARA,"JALAN AMPANG, TAMBUN",31400,IPOH,101.139797,4.608088
ABC2118,SEKOLAH JENIS KEBANGSAAN (CINA) TAT CHOI,Rendah,SJKC,PERAK,PPD KINTA UTARA,"7, JALAN MAJLIS",31250,TANJONG RAMBUTAN,101.155666,4.671286
ABC2119,SEKOLAH JENIS KEBANGSAAN (CINA) CHANGKAT KINDING,Rendah,SJKC,PERAK,PPD KINTA UTARA,CHANGKAT KINDING,31250,TANJONG RAMBUTAN,101.152200,4.699960
ABC2120,SEKOLAH JENIS KEBANGSAAN (CINA) ST MICHAEL & ALL ANGELS,Rendah,SJKC,PERAK,PPD KINTA UTARA,JALAN ST MICHAEL KG TAWAS,30010,IPOH,101.098538,4.649858
ABC2121,SEKOLAH JENIS KEBANGSAAN (CINA) KAMPUNG TAWAS,Rendah,SJKC,PERAK,PPD KINTA UTARA,"LORONG TAWAS 29, KAMPUNG TAWAS",30010,IPOH,101.097953,4.646859
ABC2122,SEKOLAH JENIS KEBANGSAAN (CINA) PEI CHENG,Rendah,SJKC,PERAK,PPD KINTA UTARA,JALAN NANGKA,31200,CHEMOR,101.117314,4.720159
ABC2123,SEKOLAH JENIS KEBANGSAAN (CINA) KUALA KUANG,Rendah,SJKC,PERAK,PPD KINTA UTARA,KAMPUNG BARU KUALA KUANG,31200,CHEMOR,101.109920,4.711121
ABC2124,SEKOLAH JENIS KEBANGSAAN (CINA) TANAH HITAM,Rendah,SJKC,PERAK,PPD KINTA UTARA,TANAH HITAM,31200,CHEMOR,101.142676,4.726641
ABC2125,SEKOLAH JENIS KEBANGSAAN (CINA) CHONG HWA,Rendah,SJKC,PERAK,PPD KINTA UTARA,KANTHAN BARU,31200,CHEMOR,101.119987,4.742927
ABC2126,SEKOLAH JENIS KEBANGSAAN (CINA) JELAPANG,Rendah,SJKC,PERAK,PPD KINTA UTARA,"JALAN SEKOLAH, JELAPANG",30020,IPOH,101.060493,4.634479
ABC2127,SEKOLAH JENIS KEBANGSAAN (CINA) BUKIT MERAH,Rendah,SJKC,PERAK,PPD KINTA UTARA,BUKIT MERAH,31500,LAHAT,101.040633,4.549127
ABC2128,SEKOLAH JENIS KEBANGSAAN (CINA) LAHAT,Rendah,SJKC,PERAK,PPD KINTA UTARA,LAHAT,31500,LAHAT,101.036406,4.538082
ABC2129,SEKOLAH JENIS KEBANGSAAN (CINA) PAPAN,Rendah,SJKC,PERAK,PPD KINTA UTARA,JALAN BESAR PAPAN,31550,PUSING,101.012056,4.515172
ABC2130,SEKOLAH JENIS KEBANGSAAN (CINA) YIT CHEE,Rendah,SJKC,PERAK,PPD KINTA UTARA,JALAN PANCHOR,31550,PUSING,101.009043,4.496032
ABC2131,SEKOLAH JENIS KEBANGSAAN (CINA) GUNONG HIJAU,Rendah,SJKC,PERAK,PPD KINTA UTARA,GUNUNG HIJAU,31550,PUSING,101.008026,4.493539
ABC2132,SEKOLAH JENIS KEBANGSAAN (CINA) SIPUTEH,Rendah,SJKC,PERAK,PPD KINTA SELATAN,JALAN PARIT,31560,SIPUTEH,100.994886,4.467997
ABC2133,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG SUN,Rendah,SJKC,PERAK,PPD KINTA SELATAN,LORONG BOTA,31750,TRONOH,100.986473,4.420241
ABC2134,SEKOLAH JENIS KEBANGSAAN (CINA) KAMPUNG BALI,Rendah,SJKC,PERAK,PPD KINTA SELATAN,KAMPUNG BALI,31750,TRONOH,101.004923,4.392598
ABC2135,SEKOLAH JENIS KEBANGSAAN (CINA) KAMPUNG NALLA,Rendah,SJKC,PERAK,PPD KINTA SELATAN,JALAN SEKOLAH,31750,TRONOH,100.979369,4.422496
ABC2136,SEKOLAH JENIS KEBANGSAAN (CINA) YUK KWAN,Rendah,SJKC,PERAK,PPD KINTA SELATAN,"NO.8, JALAN KELAB",31000,BATU GAJAH,101.040545,4.467795
ABC2137,SEKOLAH JENIS KEBANGSAAN (CINA) BEMBAN,Rendah,SJKC,PERAK,PPD KINTA SELATAN,KG BARU BEMBAN,31000,BATU GAJAH,101.013056,4.462136
ABC2138,SEKOLAH JENIS KEBANGSAAN (CINA) THUNG HON,Rendah,SJKC,PERAK,PPD KINTA SELATAN,CHENDRONG,31000,BATU GAJAH,101.048024,4.408418
ABC2139,SEKOLAH JENIS KEBANGSAAN (CINA) THUNG HON,Rendah,SJKC,PERAK,PPD KINTA SELATAN,JALAN BATU GAJAH,31800,TANJUNG TUALANG,101.057088,4.325692
ABC2140,SEKOLAH JENIS KEBANGSAAN (CINA) SUNGAI DURIAN,Rendah,SJKC,PERAK,PPD KINTA SELATAN,"JALAN PASAR BARU, SUNGAI DURIAN",31800,TANJONG TUALANG,101.034138,4.316185
ABC2141,SEKOLAH JENIS KEBANGSAAN (CINA) KAMPONG TIMAH,Rendah,SJKC,PERAK,PPD KINTA SELATAN,JALAN PASAR KAMPUNG TIMAH,31800,TANJONG TUALANG,101.051221,4.284072
ABC2142,SEKOLAH JENIS KEBANGSAAN (CINA) GUNONG RAPAT,Rendah,SJKC,PERAK,PPD KINTA UTARA,PERSIARAN GUNUNG RAPAT 6,31350,IPOH,101.118989,4.573188
ABC2143,SEKOLAH JENIS KEBANGSAAN (CINA) PHUI YING,Rendah,SJKC,PERAK,PPD KINTA UTARA,"SIMPANG PULAI, KG KEPAYANG",31300,KG KEPAYANG,101.128635,4.531399
ABC2158,SEKOLAH JENIS KEBANGSAAN (CINA) BANDAR SERI BOTANI,Rendah,SJKC,PERAK,PPD KINTA UTARA,BANDAR SERI BOTANI,31350,IPOH,101.105959,4.540287
ABC3048,SEKOLAH JENIS KEBANGSAAN (CINA) SIN HWA,Rendah,SJKC,PERAK,PPD KRIAN,JALAN ABD RAOF,34200,PARIT BUNTAR,100.491891,5.126751
ABC3049,SEKOLAH JENIS KEBANGSAAN (CINA) BIN SIN,Rendah,SJKC,PERAK,PPD KRIAN,TITI SERONG,34200,PARIT BUNTAR,100.462474,5.102691
ABC3050,SEKOLAH JENIS KEBANGSAAN (CINA) NAM HUA,Rendah,SJKC,PERAK,PPD KRIAN,JALAN BESAR TANJONG PIANDANG,34250,TANJONG PIANDANG,100.387092,5.076163
ABC3051,SEKOLAH JENIS KEBANGSAAN (CINA) WAI SIN,Rendah,SJKC,PERAK,PPD KRIAN,JALAN BAHRU,34200,PARIT BUNTAR,100.472637,5.066629
ABC3052,SEKOLAH JENIS KEBANGSAAN (CINA) YU CHAI,Rendah,SJKC,PERAK,PPD KRIAN,JALAN PANTAI,34350,KUALA KURAU,100.431420,5.018147
ABC3053,SEKOLAH JENIS KEBANGSAAN (CINA) YUK HWA,Rendah,SJKC,PERAK,PPD KRIAN,KUALA GULA,34350,KUALA KURAU,100.465365,4.930176
ABC3054,SEKOLAH JENIS KEBANGSAAN (CINA) CHONG WAH,Rendah,SJKC,PERAK,PPD KRIAN,SIMPANG EMPAT,34400,SEMANGGOL,100.634738,4.951887
ABC3055,SEKOLAH JENIS KEBANGSAAN (CINA) TONG WAH,Rendah,SJKC,PERAK,PPD KRIAN,PETI SURAT 67,34300,BAGAN SERAI,100.538373,5.009338
ABC3056,SEKOLAH JENIS KEBANGSAAN (CINA) ALOR PONGSU,Rendah,SJKC,PERAK,PPD KRIAN,JALAN SELAMA,34300,BAGAN SERAI,100.586751,5.050225
ABC3058,SEKOLAH JENIS KEBANGSAAN (CINA) AIK HWA,Rendah,SJKC,PERAK,PPD KRIAN,KAMPONG LIANG SENG,34350,KUALA KURAU,100.501960,4.988790
ABC4091,SEKOLAH JENIS KEBANGSAAN (CINA) SAUK,Rendah,SJKC,PERAK,PPD KUALA KANGSAR,SAUK,33500,KUALA KANGSAR,100.921748,4.935040
ABC4092,SEKOLAH JENIS KEBANGSAAN (CINA) LIMAN,Rendah,SJKC,PERAK,PPD KUALA KANGSAR,LIMAN KATI,33020,KUALA KANGSAR,100.903088,4.850167
ABC4093,SEKOLAH JENIS KEBANGSAAN (CINA) KHAI CHEE,Rendah,SJKC,PERAK,PPD KUALA KANGSAR,KATI,33020,KUALA KANGSAR,100.906227,4.874925
ABC4094,SEKOLAH JENIS KEBANGSAAN (CINA) KHIU MIN,Rendah,SJKC,PERAK,PPD KUALA KANGSAR,"JALAN BESAR, PADANG RENGAS",33700,KUALA KANGSAR,100.841547,4.775287
ABC4095,SEKOLAH JENIS KEBANGSAAN (CINA) TSUNG WAH,Rendah,SJKC,PERAK,PPD KUALA KANGSAR,JALAN KANGSAR,33000,KUALA KANGSAR,100.941658,4.769541
ABC4096,SEKOLAH JENIS KEBANGSAAN (CINA) JERLUN,Rendah,SJKC,PERAK,PPD KUALA KANGSAR,KAMPUNG BARU JERLUN,33000,KUALA KANGSAR,100.911831,4.731442
ABC4097,SEKOLAH JENIS KEBANGSAAN (CINA) MANONG,Rendah,SJKC,PERAK,PPD KUALA KANGSAR,JALAN BESAR MANONG,33800,MANONG,100.882241,4.590028
ABC4100,SEKOLAH JENIS KEBANGSAAN (CINA) SEY WAH,Rendah,SJKC,PERAK,PPD KUALA KANGSAR,"NO.70,DEPAN BALAI POLIS",33600,ENGGOR,100.965850,4.835202
ABC4101,SEKOLAH JENIS KEBANGSAAN (CINA) SALAK BAHRU,Rendah,SJKC,PERAK,PPD KUALA KANGSAR,SALAK BAHRU,31050,SALAK UTARA,100.995085,4.842988
ABC4102,SEKOLAH JENIS KEBANGSAAN (CINA) HING WA,Rendah,SJKC,PERAK,PPD KUALA KANGSAR,PEKAN SALAK UTARA,31050,SALAK UTARA,101.009146,4.835582
ABC4103,SEKOLAH JENIS KEBANGSAAN (CINA) SUNGAI BULOH,Rendah,SJKC,PERAK,PPD KUALA KANGSAR,KG.BARU SG.BULOH,31100,SUNGAI SIPUT (U),101.068798,4.818560
ABC4104,SEKOLAH JENIS KEBANGSAAN (CINA) SHING CHUNG,Rendah,SJKC,PERAK,PPD KUALA KANGSAR,BELAKANG PEKAN,31100,SUNGAI SIPUT (U),101.071257,4.822599
ABC4105,SEKOLAH JENIS KEBANGSAAN (CINA) SIMPANG JALONG,Rendah,SJKC,PERAK,PPD KUALA KANGSAR,KAMPUNG BARU SIMPANG JALONG,31100,SG. SIPUT (U),101.089700,4.824414
ABC4106,SEKOLAH JENIS KEBANGSAAN (CINA) LINTANG,Rendah,SJKC,PERAK,PPD KUALA KANGSAR,LOT 3926  KAMPUNG LINTANG,31110,SUNGAI SIPUT (U),101.104801,4.936370
ABC4107,SEKOLAH JENIS KEBANGSAAN (CINA) LASAH,Rendah,SJKC,PERAK,PPD KUALA KANGSAR,LASAH,31110,SUNGAI SIPUT (U),101.120511,4.952821
ABC4108,SEKOLAH JENIS KEBANGSAAN (CINA) RIMBA PANJANG,Rendah,SJKC,PERAK,PPD KUALA KANGSAR,KAMPUNG RIMBA PANJANG,31100,SUNGAI SIPUT (U),101.101423,4.796336
ABC5081,SEKOLAH JENIS KEBANGSAAN (CINA) WAH KEOW,Rendah,SJKC,PERAK,PPD HILIR PERAK,LOT 4987 JALAN CHUI CHAK,36700,LANGKAP,101.153458,4.073042
ABC5082,SEKOLAH JENIS KEBANGSAAN (CINA) PELAWAN,Rendah,SJKC,PERAK,PPD HILIR PERAK,KAMPUNG PELAWAN,36700,LANGKAP,101.186965,4.067969
ABC5083,SEKOLAH JENIS KEBANGSAAN (CINA) BATU DUABELAS,Rendah,SJKC,PERAK,PPD HILIR PERAK,JALAN BIDOR,36020,TELUK INTAN,101.175174,4.003467
ABC5084,SEKOLAH JENIS KEBANGSAAN (CINA) CHUI CHAK,Rendah,SJKC,PERAK,PPD HILIR PERAK,JALAN SUNGAI,36700,LANGKAP,101.170205,4.047425
ABC5085,SEKOLAH JENIS KEBANGSAAN (CINA) SAN MIN 1,Rendah,SJKC,PERAK,PPD HILIR PERAK,JALAN PUTRA,36000,TELUK INTAN,101.017294,4.028293
ABC5086,SEKOLAH JENIS KEBANGSAAN (CINA) SAN MIN 2,Rendah,SJKC,PERAK,PPD HILIR PERAK,JALAN PUTRA,36000,TELUK INTAN,101.017518,4.028163
ABC5087,SEKOLAH JENIS KEBANGSAAN (CINA) PHOOI YONG,Rendah,SJKC,PERAK,PPD HILIR PERAK,NO: 247 JALAN PASIR BEDAMAR,36000,TELUK INTAN,101.008633,4.032287
ABC5088,SEKOLAH JENIS KEBANGSAAN (CINA) CHONG MIN,Rendah,SJKC,PERAK,PPD HILIR PERAK,1997 JALAN PADANG TEMBAK,36000,TELUK INTAN,101.013579,4.001753
ABC5089,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA,Rendah,SJKC,PERAK,PPD HILIR PERAK,KAMPUNG SUNGAI SULI,36008,TELUK INTAN,101.032563,4.043379
ABC6074,SEKOLAH JENIS KEBANGSAAN (CINA) HUA LIAN (1),Rendah,SJKC,PERAK,PPD LARUT/MATANG/SELAMA,JALAN IZUDDIN SHAH,34000,TAIPING,100.724652,4.853901
ABC6075,SEKOLAH JENIS KEBANGSAAN (CINA) HUA LIAN (2),Rendah,SJKC,PERAK,PPD LARUT/MATANG/SELAMA,"LOT 16747, JALAN PERTAMA 15, TAMAN PERTAMA",34000,TAIPING,100.724643,4.853905
ABC6076,SEKOLAH JENIS KEBANGSAAN (CINA) HUA LIAN (3),Rendah,SJKC,PERAK,PPD LARUT/MATANG/SELAMA,"JLN. CEMPEDAK , KG. JAMBU",34000,TAIPING,100.742543,4.841113
ABC6077,SEKOLAH JENIS KEBANGSAAN (CINA) POKOK ASSAM,Rendah,SJKC,PERAK,PPD LARUT/MATANG/SELAMA,JALAN POKOK ASSAM,34000,TAIPING,100.740131,4.830361
ABC6078,SEKOLAH JENIS KEBANGSAAN (CINA) AULONG,Rendah,SJKC,PERAK,PPD LARUT/MATANG/SELAMA,"LORONG 42, KAMPUNG BARU AULONG",34000,TAIPING,100.712289,4.854791
ABC6079,SEKOLAH JENIS KEBANGSAAN (CINA) PHUI CHOI,Rendah,SJKC,PERAK,PPD LARUT/MATANG/SELAMA,JALAN KAMUNTING LAMA  LORONG KAMUNTING,34600,KAMUNTING,100.734247,4.889190
ABC6080,SEKOLAH JENIS KEBANGSAAN (CINA) SIN MIN,Rendah,SJKC,PERAK,PPD LARUT/MATANG/SELAMA,KAMPUNG SIMPANG MAKMUR,34700,SIMPANG,100.712422,4.818809
ABC6082,SEKOLAH JENIS KEBANGSAAN (CINA) KWONG MAN,Rendah,SJKC,PERAK,PPD LARUT/MATANG/SELAMA,JALAN BESAR,34500,BATU KURAU,100.797183,4.975934
ABC6083,SEKOLAH JENIS KEBANGSAAN (CINA) PHOOI WAH,Rendah,SJKC,PERAK,PPD LARUT/MATANG/SELAMA,"JALAN BESAR, JELAI",34520,BATU KURAU,100.809907,5.012716
ABC6084,SEKOLAH JENIS KEBANGSAAN (CINA) KHEA WAH,Rendah,SJKC,PERAK,PPD LARUT/MATANG/SELAMA,JALAN CINA,34750,MATANG,100.672927,4.820015
ABC6085,SEKOLAH JENIS KEBANGSAAN (CINA) POAY ENG,Rendah,SJKC,PERAK,PPD LARUT/MATANG/SELAMA,JALAN TRUMP,34650,KUALA SEPETANG,100.629273,4.837011
ABC6086,SEKOLAH JENIS KEBANGSAAN (CINA) POAY CHEE,Rendah,SJKC,PERAK,PPD LARUT/MATANG/SELAMA,KUALA SANGGA,34650,KUALA SEPETANG,100.560686,4.853006
ABC6087,SEKOLAH JENIS KEBANGSAAN (CINA) YUK CHUEN,Rendah,SJKC,PERAK,PPD LARUT/MATANG/SELAMA,JALAN KUALA KANGSAR,34850,CHANGKAT JERING,100.719637,4.790372
ABC6088,SEKOLAH JENIS KEBANGSAAN (CINA) SIU SIN,Rendah,SJKC,PERAK,PPD LARUT/MATANG/SELAMA,JALAN BESAR,34800,TRONG,100.718659,4.708185
ABC6089,SEKOLAH JENIS KEBANGSAAN (CINA) NGAI SENG,Rendah,SJKC,PERAK,PPD LARUT/MATANG/SELAMA,AIR TERJUN,34800,TRONG,100.710851,4.642891
ABC6091,SEKOLAH JENIS KEBANGSAAN (CINA) SUNGAI ROTAN,Rendah,SJKC,PERAK,PPD LARUT/MATANG/SELAMA,KAMPUNG SUNGAI ROTAN,34800,TRONG,100.733037,4.555804
ABC6092,SEKOLAH JENIS KEBANGSAAN (CINA) KHAY HWA,Rendah,SJKC,PERAK,PPD LARUT/MATANG/SELAMA,SUNGAI KERANG,34800,TRONG,100.682565,4.596759
ABC6093,SEKOLAH JENIS KEBANGSAAN (CINA) SIN HUA,Rendah,SJKC,PERAK,PPD LARUT/MATANG/SELAMA,TEMERLOH,34800,TRONG,100.694093,4.651910
ABC6094,SEKOLAH JENIS KEBANGSAAN (CINA) AIK HUA,Rendah,SJKC,PERAK,PPD LARUT/MATANG/SELAMA,PASIR HITAM,34000,TAIPING,100.615175,4.646141
ABC6095,SEKOLAH JENIS KEBANGSAAN (CINA) CHI SHENG (1),Rendah,SJKC,PERAK,PPD LARUT/MATANG/SELAMA,109 JALAN BESAR,34100,SELAMA,100.691440,5.219375
ABC6096,SEKOLAH JENIS KEBANGSAAN (CINA) CHI SHENG (2),Rendah,SJKC,PERAK,PPD LARUT/MATANG/SELAMA,RANTAU PANJANG,34140,RANTAU PANJANG,100.731452,5.240623
ABC6097,SEKOLAH JENIS KEBANGSAAN (CINA) REDANG PANJANG,Rendah,SJKC,PERAK,PPD LARUT/MATANG/SELAMA,IJOK,34510,BATU KURAU,100.783110,5.114303
ABC6098,SEKOLAH JENIS KEBANGSAAN (CINA) SUNGAI TERAP,Rendah,SJKC,PERAK,PPD LARUT/MATANG/SELAMA,LORONG 2 SUNGAI TERAP,34100,SELAMA,100.683414,5.205210
ABC7036,SEKOLAH JENIS KEBANGSAAN (CINA) EOK KWAN,Rendah,SJKC,PERAK,PPD HULU PERAK,JALAN TASEK,33100,PENGKALAN HULU,100.998436,5.706103
ABC7037,SEKOLAH JENIS KEBANGSAAN (CINA) KUNG LI,Rendah,SJKC,PERAK,PPD HULU PERAK,KLIAN INTAN,33200,PENGKALAN HULU,101.019826,5.634072
ABC7038,SEKOLAH JENIS KEBANGSAAN (CINA) KG. BAHARU BATU DUA,Rendah,SJKC,PERAK,PPD HULU PERAK,KG. BAHARU BATU DUA,33300,GERIK,101.134705,5.449621
ABC7039,SEKOLAH JENIS KEBANGSAAN (CINA) KUALA RUI,Rendah,SJKC,PERAK,PPD HULU PERAK,KAMPONG BARU KUALA RUI,33300,GERIK,101.173565,5.458753
ABC7040,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG WA,Rendah,SJKC,PERAK,PPD HULU PERAK,JALAN SEKOLAH CINA,33300,GERIK,101.131383,5.428956
ABC7041,SEKOLAH JENIS KEBANGSAAN (CINA) AYER KALA,Rendah,SJKC,PERAK,PPD HULU PERAK,KG. BARU AYER KALA,33420,LENGGONG,101.055555,5.196287
ABC7042,SEKOLAH JENIS KEBANGSAAN (CINA) SELAT PAGAR,Rendah,SJKC,PERAK,PPD HULU PERAK,KG SELAT PAGAR,33420,LENGGONG,101.036818,5.180065
ABC7043,SEKOLAH JENIS KEBANGSAAN (CINA) PADANG GRUS,Rendah,SJKC,PERAK,PPD HULU PERAK,KG BARU PADANG GRUS,33420,LENGGONG,101.014094,5.163667
ABC7044,SEKOLAH JENIS KEBANGSAAN (CINA) YEONG HWA,Rendah,SJKC,PERAK,PPD HULU PERAK,LORONG PEJABAT PELADANG,33400,LENGGONG,100.969252,5.107401
ABC7045,SEKOLAH JENIS KEBANGSAAN (CINA) KOTA TAMPAN,Rendah,SJKC,PERAK,PPD HULU PERAK,KOTA TAMPAN,33400,LENGGONG,100.966546,5.056036
ABC7046,SEKOLAH JENIS KEBANGSAAN (CINA) KHAY BENG,Rendah,SJKC,PERAK,PPD HULU PERAK,TASEK RABAN,33400,LENGGONG,100.944893,5.002522
ABC8401,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA,Rendah,SJKC,PERAK,PPD PERAK TENGAH,JALAN BELANJA,32800,PARIT,100.909968,4.478928
ABC9001,SEKOLAH JENIS KEBANGSAAN (CINA) NEW KOPISAN,Rendah,SJKC,PERAK,PPD KINTA SELATAN,"JALAN SEKOLAH, KOPISAN BARU",31600,GOPENG,101.162647,4.461803
ABC9002,SEKOLAH JENIS KEBANGSAAN (CINA) MAN MING,Rendah,SJKC,PERAK,PPD KINTA SELATAN,JALAN TASIK,31600,GOPENG,101.167730,4.476475
ABC9003,SEKOLAH JENIS KEBANGSAAN (CINA) LAWAN KUDA BARU,Rendah,SJKC,PERAK,PPD KINTA SELATAN,"JALAN 4, LAWAN KUDA BARU",31600,GOPENG,101.161777,4.451150
ABC9004,SEKOLAH JENIS KEBANGSAAN (CINA) JERAM,Rendah,SJKC,PERAK,PPD KINTA SELATAN,KG.BARU JERAM,31850,JERAM,101.153122,4.387365
ABC9005,SEKOLAH JENIS KEBANGSAAN (CINA) YING SING,Rendah,SJKC,PERAK,PPD KINTA SELATAN,JALAN BESAR MALIM NAWAR,31700,MALIM NAWAR,101.117766,4.352177
ABC9006,SEKOLAH JENIS KEBANGSAAN (CINA) SIN MIN,Rendah,SJKC,PERAK,PPD KINTA SELATAN,SUNGAI SIPUT SELATAN,31900,KAMPAR,101.193078,4.392539
ABC9007,SEKOLAH JENIS KEBANGSAAN (CINA) PEI YUAN,Rendah,SJKC,PERAK,PPD KINTA SELATAN,NO 9 JLN  DIPANG,31907,KAMPAR,101.154215,4.318857
ABC9008,SEKOLAH JENIS KEBANGSAAN (CINA) MAMBANG DIAWAN,Rendah,SJKC,PERAK,PPD KINTA SELATAN,"JALAN BELIDA, MAMBANG DI AWAN",31950,KAMPAR,101.144763,4.266810
ABC9009,SEKOLAH JENIS KEBANGSAAN (CINA) SIN MIN,Rendah,SJKC,PERAK,PPD KINTA SELATAN,TRONOH MINES,31910,KAMPAR,101.086343,4.272073
ABC9010,SEKOLAH JENIS KEBANGSAAN (CINA) KAMPAR GIRLS,Rendah,SJKC,PERAK,PPD KINTA SELATAN,JALAN AMPANG,31907,KAMPAR,101.154851,4.313785
ABC9011,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUAH,Rendah,SJKC,PERAK,PPD KINTA SELATAN,JALAN BHARU,31907,KAMPAR,101.154967,4.310306
